_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
393,MONROE SD,BLOOMINGTON,2021-11-15T00:00:00,4:24 PM,2,0,0,0,0,"","","",I-69 S,"","",,"",0,0,INTERSTATE,Y,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,I69S123.0,NONE
394,MONROE SD,BLOOMINGTON,2021-11-15T00:00:00,4:45 PM,2,0,0,0,0,"","","",SR 37,W DILLMAN RD,"",,"",39.092965,-86.546052,STATE ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SR37SWDILLMANRD,FLASHING OVERHEAD BEACON
395,BLOOMINGTON PD,BLOOMINGTON,2021-11-15T00:00:00,5:23 PM,2,0,0,0,0,"","","",SR 46,KINGSTON DR S,"",,"",39.16424,-86.492944,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAWN/DUSK,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST3RDSTSOUTHKINGSTONDR,TRAFFIC CONTROL SIGNAL
396,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-15T00:00:00,7:00 PM,2,0,0,0,0,"","","",SR 45/46,E 10TH ST,"",,"",,,STATE ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL
397,MONROE SD,BLOOMINGTON,2021-11-15T00:00:00,8:20 PM,1,0,0,0,1,"","","",SR 45,W AIRPORT RD,"",150,W,39.13657411,-86.59418719,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR45WWAIRPORTRD,NONE
398,BLOOMINGTON PD,BLOOMINGTON,2021-11-15T00:00:00,8:45 PM,2,0,0,0,0,1839,"","",S OAKDALE DR E,"","",,"",,,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,BACKING CRASH,SPECANLN,NONE
399,MONROE SD,BLOOMINGTON,2021-11-15T00:00:00,8:49 PM,1,0,0,0,1,"","","",SR 37,"","",,"",0,0,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR37SR53,NONE
400,BLOOMINGTON PD,BLOOMINGTON,2021-11-15T00:00:00,9:18 PM,2,0,0,0,0,"","","",S ADAMS ST,W 2ND ST,"",50,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER TURNING,LEFT TURN,SOUTHADAMSSTWESTBLOOMFIELDRD,TRAFFIC CONTROL SIGNAL
401,BLOOMINGTON PD,BLOOMINGTON,2021-11-15T00:00:00,10:00 PM,2,0,0,0,0,"","","",S COLLEGE MALL RD,E 2ND ST,"",,"",39.160944,-86.497696,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E2NDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
402,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-14T00:00:00,12:05 AM,1,,0,0,1,"","","",I-69 N,"","",0,"",39.24107499,-86.53628058,INTERSTATE,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I-69123,""
403,BLOOMINGTON PD,BLOOMINGTON,2021-11-14T00:00:00,12:23 PM,2,0,1,0,0,"","","",W 11TH ST,N ASHLYNN PARK DR,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NASHLYNNPARKDRW11THST,STOP SIGN
404,BLOOMINGTON PD,BLOOMINGTON,2021-11-14T00:00:00,12:27 PM,2,,0,0,0,"","","",W TAPP RD,S ROCKPORT RD,"",0,"",39.13633186,-86.54890842,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE LANE MOVEMENT,HEAD ON BETWEEN TWO MOTOR VEHICLES,WTappRdSRockportRd,""
405,MONROE SD,BLOOMINGTON,2021-11-14T00:00:00,12:45 PM,2,0,0,0,0,"","","",SR 45/46,I-69 S,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,SLEET/HAIL/FREEZING RAIN,WET,"",INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,I69SOUTHBOUNDENTRANCERAMPHWYSR46W,TRAFFIC CONTROL SIGNAL
406,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-14T00:00:00,12:50 PM,2,0,0,0,0,"","","",SR 45/46,E 10TH ST,"",100,N,,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,EAST10THSTSR46S,NONE
407,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-14T00:00:00,12:56 PM,2,0,0,0,0,"","","",SR 46,N HARTSTRAIT RD,"",,"",,,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,HARTSTRAITRDSR46W,TRAFFIC CONTROL SIGNAL
408,BLOOMINGTON PD,BLOOMINGTON,2021-11-14T00:00:00,1:10 PM,2,,0,0,0,"","","",S COLLEGE AVE,W 1ST ST,"",0,"",,,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,W.1STSTS.COLLEGEAVE,""
409,MONROE SD,BLOOMINGTON,2021-11-14T00:00:00,1:35 PM,1,0,2,0,0,3925,"","",N SUGAR LN,"","",,"",39.211952,-86.576192,LOCAL/CITY ROAD,Y,"",N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,NON-ROADWAY CRASH,OTHER - EXPLAIN IN NARRATIVE,RAN OFF ROAD RIGHT,RAN OFF ROAD,NSUGARLN,NONE
410,MONROE SD,BLOOMINGTON,2021-11-14T00:00:00,1:35 PM,1,0,0,0,0,3900,"","",N SUGAR LN,"","",,"",,,COUNTY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,OTHER - EXPLAIN IN NARRATIVE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,SUGARLN,NONE
411,BLOOMINGTON PD,BLOOMINGTON,2021-11-14T00:00:00,3:00 PM,1,0,1,0,0,"","","",E 3RD ST,S COLLEGE MALL RD,"",,"",39.16424,-86.4984,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,E3RDSTSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
412,MONROE SD,BLOOMINGTON,2021-11-14T00:00:00,3:23 PM,2,0,0,0,0,"","","",E BOLTINGHOUSE RD,"","",850,W,39.230298,-86.47331049,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OPPOSITE DIRECTION SIDESWIPE,BOLTINGHOUSERDEARLYOUNGRD,NONE
413,MONROE SD,BLOOMINGTON,2021-11-13T00:00:00,7:55 AM,1,0,0,0,1,"","","",N SR 37 BUSINESS,W BAYLES RD,"",200,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NSTATEROAD37BUSINESSRDWBAYLESRD,NONE
414,BLOOMINGTON PD,BLOOMINGTON,2021-11-13T00:00:00,10:15 AM,2,,0,0,0,"","","",KINGSTON DR S,ENTRANCE TO TARGET (N),"",250,"",,,"","",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,S.KINGSTONDRE.3RDST,""
415,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-13T00:00:00,10:27 AM,2,0,0,0,0,309,"","",SR 46,S PARK ST,"",,"",39.22994707,-86.61919656,UNKNOWN,Y,"",N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,ETEMPERANCEST,NONE
416,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-13T00:00:00,12:40 PM,2,0,0,0,0,"","","",N ROSE AVE,E 7TH ST,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,E7THSTNROSEAVE,STOP SIGN
417,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-13T00:00:00,9:05 PM,2,0,0,0,0,"","","",S FACULTY AVE,E 3RD ST,"",,"",,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,FACULTYAVETHIRDST,NONE
418,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-13T00:00:00,9:10 PM,2,0,0,0,0,1603,"","",E JONES AVE,"","",,"",,,UNKNOWN,Y,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,THIRDST,NONE
419,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,4:41 AM,1,0,0,0,1,"","","",SR 46,E KENT RD,"",,"",39.152448,-86.400288,STATE ROAD,N,RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",T-INTERSECTION,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH ANIMAL OTHER,EKENTRDSR46E,LANE CONTROL
420,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-12T00:00:00,5:48 AM,1,0,0,0,1,"","","",SR 46,"","",400,W,39.21787635,-86.60014813,STATE ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,RIDGEWOODDRSR46W,LANE CONTROL
421,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-12T00:00:00,6:15 AM,2,,0,0,0,"","","",SR 46,"","",898,"",39.16568499,-86.49892277,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR463rdSt,""
422,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,8:12 AM,2,0,0,0,0,"","","",S LIBERTY DR,W CONSTITUTION AVE,"",200,N,39.149552,-86.575936,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,BLOWING SAND/SOIL/SNOW,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CONSTITUTIONWAYSOUTHLIBERTYDR,NONE
423,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,8:45 AM,2,0,0,0,0,"","","",S PATTERSON DR,W 2ND ST,"",100,S,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPATTERSONDRW2NDST,NONE
424,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-12T00:00:00,9:05 AM,2,,0,0,0,"","","",W DILLMAN RD,SR 37,"",0,"",39.09297869,-86.54593653,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,"",LEFT/RIGHT TURN,WDillmanRdStateRd37,""
425,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,10:36 AM,2,0,0,0,0,"","","",S WALNUT ST,BLACK LUMBER TRAIL/SWITCHYARD PARK PEDESTRIAN CROSSING,"",250,S,39.148928,-86.53312,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,EVERMILYAAVESWALNUTST,OTHER
426,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,12:44 PM,2,0,0,0,0,"","","",S WALNUT ST,W 3RD ST,"",,"",39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SWALNUTSTW3RDST,TRAFFIC CONTROL SIGNAL
427,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,3:03 PM,2,0,1,0,0,"","","",SR 45,N BRUMMETTS CREEK RD,"",,"",39.230544,-86.42,STATE ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NBRUMMETTSCREEKRDSR45E,LANE CONTROL
428,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,3:12 PM,2,0,0,0,0,"","","",SR 46,E EASTGATE LN (N),"",1000,S,39.17024,-86.501392,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTGATELNSR45N,LANE CONTROL
429,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,3:37 PM,2,,0,0,0,1710,"","",N KINSER PIKE,ENTRANCE TO HOLLIDAY INN,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NKinserPike,""
430,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,3:59 PM,1,0,0,0,0,"","","",SR 48,S CAVE RD,"",,"",39.163152,-86.629104,STATE ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,CAVERDSR48W,NONE
431,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-12T00:00:00,4:46 PM,2,,0,0,0,"","","",SR 45,E MARTIN DR,"",422,"",39.20404279,-86.46347337,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,"",OPPOSITE DIRECTION SIDESWIPE,StateRd45NMartinDr,""
432,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,4:51 PM,3,,0,0,0,"","","",N KINSER PIKE,SR 45/46,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSR45/46BypassNKInserPike,""
433,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,5:39 PM,1,0,0,0,1,"","","",SR 37,"","",500,N,39.09434418,-86.54580002,STATE ROAD,N,RURAL,N,N,Y,WORK ON SHOULDER,DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,DILLMANRDSR37S,NONE
434,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,6:00 PM,1,0,0,0,1,"","","",SR 37,"","",1000,S,39.01733966,-86.53666059,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,MONROEDAMRDSR37S,NONE
435,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,7:16 PM,2,,0,0,0,"","","",S COLLEGE MALL RD,E MOORES PIKE,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCollegeMallRdEMooresPike,""
436,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,7:33 PM,2,,0,0,0,"","","",S FESS AVE,E ATWATER AVE,"",0,"",,,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,BACKING CRASH,SouthFessAvenueAtwaterAvenue,""
437,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-12T00:00:00,7:45 PM,1,,0,0,1,"","","",I-69,"","",0,"",39.07432587,-86.6446895,INTERSTATE,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,108.1MMI69,""
438,BLOOMINGTON PD,BLOOMINGTON,2021-11-12T00:00:00,9:05 PM,2,0,0,0,0,"","","",W 3RD ST,S COLLEGE AVE,"",,"",39.16464,-86.534816,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHCOLLEGEAVEWEST3RDST,TRAFFIC CONTROL SIGNAL
439,MONROE SD,BLOOMINGTON,2021-11-12T00:00:00,10:30 PM,1,0,0,0,1,"","","",N UNION VALLEY RD,"","",500,N,,,COUNTY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,MCNEELYSTUNIONVALLEYRD,NONE
440,MONROE SD,BLOOMINGTON,2021-11-11T00:00:00,12:36 AM,1,0,0,0,0,"","","",S ROCKPORT RD,"","",200,N,,,COUNTY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,HENNESSEYSTROCKPORTRD,NONE
441,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-11T00:00:00,10:07 AM,2,0,0,0,0,"","","",SR 45/46,E 17TH ST,"",,"",0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTSR46,LANE CONTROL
442,BLOOMINGTON PD,BLOOMINGTON,2021-11-11T00:00:00,11:40 AM,1,0,0,0,0,"","","",I-69 N,W TAPP RD,"",100,S,0,0,INTERSTATE,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,I69N116,NONE
443,BLOOMINGTON PD,BLOOMINGTON,2021-11-11T00:00:00,2:07 PM,2,0,0,0,0,"","","",SR 45/46,N DUNN ST,"",,"",39.186352,-86.528496,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,NDUNNSTSR45E,NONE
444,MONROE SD,BLOOMINGTON,2021-11-11T00:00:00,4:36 PM,1,0,1,0,0,617,"","",S CORY LN,"","",2500,S,39.164544,-86.560096,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SCORYLNW3RDST,LANE CONTROL
445,BLOOMINGTON PD,BLOOMINGTON,2021-11-11T00:00:00,6:43 PM,2,0,0,0,0,"","","",W 3RD ST,S CORY LN,"",,"",39.164544,-86.560096,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SCORYLNW3RDST,TRAFFIC CONTROL SIGNAL
446,MONROE SD,BLOOMINGTON,2021-11-10T00:00:00,3:55 AM,1,0,0,0,1,"","","",I-69 S,"","",100,S,0,0,INTERSTATE,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S129.5,LANE CONTROL
447,ISP BLOOMINGTON 33,BLOOMINGTON,2021-11-10T00:00:00,6:15 AM,1,,0,0,1,"","","",I-69,"","",0,"",39.07332881,-86.63697103,INTERSTATE,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,108MMI69108,""
448,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-10T00:00:00,8:15 AM,2,0,1,0,0,"","","",N TABOR HILL RD,N BROADWAY AVE,"",200,E,0,0,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,OPPOSITE DIRECTION SIDESWIPE,EASTONSTNTABORHILLRD,NONE
449,BLOOMINGTON PD,BLOOMINGTON,2021-11-10T00:00:00,9:15 AM,2,0,0,0,0,"","","",E 3RD ST,S OVERHILL DR,"",,"",39.164272,-86.501488,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E3RDSTSOVERHILLDR,LANE CONTROL
450,MONROE SD,BLOOMINGTON,2021-11-10T00:00:00,11:22 AM,2,0,0,0,0,407,"","",S WESTERN DR,W BELLE AVE,"",,"",39.16504,-86.586528,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RIGHT ANGLE,SWESTERNDR,NONE
451,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-10T00:00:00,11:30 AM,2,0,0,0,0,"","","",SR 46,N MATTHEWS DR (N),"",,"",39.234768,-86.626384,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,OTHER - EXPLAIN IN NARRATIVE,MATTHEWSDRSR46W,TRAFFIC CONTROL SIGNAL
452,BLOOMINGTON PD,BLOOMINGTON,2021-11-10T00:00:00,1:32 PM,3,0,0,0,0,"","","",S ROGERS ST,W WILSON ST,"",200,S,39.13264795,-86.538749,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER ILLNESS,REAR END,SROGERSSTWPATTERSONDR,NONE
453,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-11-10T00:00:00,3:13 PM,2,0,0,0,0,"","","",SR 45/46,SR 45,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SR46UNIONVILLERD,TRAFFIC CONTROL SIGNAL
454,ELLETTSVILLE PD,ELLETTSVILLE,2021-11-10T00:00:00,4:12 PM,3,0,0,0,0,"","","",N THOMAS RD,"","",1000,N,39.19178649,-86.63012246,COUNTY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,UNSAFE BACKING,BACKING CRASH,THOMASRDVERNALPIKE,NONE
